Livro,Capítulo,Verso,Antes,Depois
Cl,1,6,"que veio para vós, como também em todo o mundo, [e] está frutificando e crescendo<f>[1]</f>, como também entre<f>[2]</f> vós, desde o dia <i>em que</i> <i>o</i> ouvistes, e conhecestes <i>plenamente</i> a graça de Deus<f>[3]</f> em verdade;","que veio para vós, como também em todo o mundo, [e] está frutificando e crescendo<f>[1]</f>, como também entre<f>[2]</f> vós, desde o dia <n>[em que]</n> <n>[o]</n> ouvistes, e conhecestes <n>[plenamente]</n> a graça de Deus<f>[3]</f> em verdade;"
Cl,1,9,"Por isso também nós, desde o dia <i>em que o</i> ouvimos, não cessamos de orar e pedir por vós, para que sejais preenchidos do <i>pleno</i> conhecimento da sua vontade em toda sabedoria e inteligência espiritual,","Por isso também nós, desde o dia <n>[em que o]</n> ouvimos, não cessamos de orar e pedir por vós, para que sejais preenchidos do <n>[pleno]</n> conhecimento da sua vontade em toda sabedoria e inteligência espiritual,"
Cl,1,10,"<i>para</i> andardes<f>[1]</f> dignos do Senhor para todo agrado, em toda boa obra frutificando e crescendo <i>pe</i>lo<f>[2]</f> <i>pleno</i> conhecimento de Deus,","<n>[para]</n> andardes<f>[1]</f> dignos do Senhor para todo agrado, em toda boa obra frutificando e crescendo <n>[pe]</n>lo<f>[2]</f> <n>[pleno]</n> conhecimento de Deus,"
Cl,1,13,"quem nos livrou do poder<f>[1]</f> da escuridão, e <i>nos</i> transportou para o reino do Filho do seu amor,","quem nos livrou do poder<f>[1]</f> da escuridão, e <n>[nos]</n> transportou para o reino do Filho do seu amor,"
Cl,1,16,"porque nele<f>[1]</f> foram criadas todas <i>as coisas</i>, [as] nos céus, e [as] sobre a terra, as visíveis e as invisíveis, sejam tronos ou dominações ou principados ou poderes<f>[2]</f>: todas as <i>coisas</i> foram criadas por<f>[3]</f> ele e para<f>[4]</f> ele.","porque nele<f>[1]</f> foram criadas todas <n>[as coisas]</n>, [as] nos céus, e [as] sobre a terra, as visíveis e as invisíveis, sejam tronos ou dominações ou principados ou poderes<f>[2]</f>: todas as <n>[coisas]</n> foram criadas por<f>[3]</f> ele e para<f>[4]</f> ele."
Cl,1,17,"E ele é antes de todas <i>as coisas</i>, e todas<i>as coisas</i> nele, juntamente, subsistem.","E ele é antes de todas <n>[as coisas]</n>, e todas<n>[as coisas]</n> nele, juntamente, subsistem."
Cl,1,18,"E ele é a cabeça do corpo, da igreja, quem é <i>o</i> início, <i>o</i> primogênito dentre os mortos, para que ele tenha, em todas <i>as coisas</i>, a primazia,","E ele é a cabeça do corpo, da igreja, quem é <n>[o]</n> início, <n>[o]</n> primogênito dentre os mortos, para que ele tenha, em todas <n>[as coisas]</n>, a primazia,"
Cl,1,19,"porque foi <i>do</i> agrado de toda plenitude<f>[1]</f> habitar nele,","porque foi <n>[do]</n> agrado de toda plenitude<f>[1]</f> habitar nele,"
Cl,1,20,"e, por ele, reconciliar todas <i>as coisas</i> consigo<f>[1]</f> – havendo feito paz<f>[2]</f> pelo sangue da sua cruz –, por ele, sejam as <i>coisas</i> sobre a terra ou as <i>coisas</i> nos céus.","e, por ele, reconciliar todas <n>[as coisas]</n> consigo<f>[1]</f> – havendo feito paz<f>[2]</f> pelo sangue da sua cruz –, por ele, sejam as <n>[coisas]</n> sobre a terra ou as <n>[coisas]</n> nos céus."
Cl,1,21,"E vós, outrora sendo alheados<f>[1]</f> e inimigos <i>n</i>o entendimento nas obras más,","E vós, outrora sendo alheados<f>[1]</f> e inimigos <n>[n]</n>o entendimento nas obras más,"
Cl,1,23,"se, na verdade<f>[1]</f>, permaneceis na fé fundados e firmes, e não sereis apartados<f>[2]</f> da esperança do evangelho que ouvistes, <i>que</i> foi proclamado<f>[3]</f> em toda [a] criação debaixo do céu, do qual eu, Paulo, cheguei a ser servo<f>[4]</f>.","se, na verdade<f>[1]</f>, permaneceis na fé fundados e firmes, e não sereis apartados<f>[2]</f> da esperança do evangelho que ouvistes, <n>[que]</n> foi proclamado<f>[3]</f> em toda [a] criação debaixo do céu, do qual eu, Paulo, cheguei a ser servo<f>[4]</f>."
Cl,1,24,"Agora<f>[1]</f>, me alegro nos sofrimentos<f>[2]</f> por causa de vós, e complemento as <i>coisas</i> faltantes das aflições de Cristo<f>[3]</f> na minha carne por causa do seu corpo, que é a igreja,","Agora<f>[1]</f>, me alegro nos sofrimentos<f>[2]</f> por causa de vós, e complemento as <n>[coisas]</n> faltantes das aflições de Cristo<f>[3]</f> na minha carne por causa do seu corpo, que é a igreja,"
Cl,1,25,"da qual eu cheguei a ser servo<f>[1]</f> conforme a administração de Deus dada a mim visando<f>[2]</f> vós, <i>para</i> completar a palavra<f>[3]</f> de Deus:","da qual eu cheguei a ser servo<f>[1]</f> conforme a administração de Deus dada a mim visando<f>[2]</f> vós, <n>[para]</n> completar a palavra<f>[3]</f> de Deus:"
Cl,1,27,"a quem Deus quis fazer conhecido quais <i>são</i> as riquezas da glória desse mistério entre as nações, que é Cristo em vós, a esperança da glória;","a quem Deus quis fazer conhecido quais <n>[são]</n> as riquezas da glória desse mistério entre as nações, que é Cristo em vós, a esperança da glória;"
Cl,1,28,"<i>a</i> quem nós anunciamos, repreendendo<f>[1]</f> todo homem, e ensinado todo homem em toda sabedoria, para que apresentemos todo homem perfeito em Cristo<f>[2]</f>;","<n>[a]</n> quem nós anunciamos, repreendendo<f>[1]</f> todo homem, e ensinado todo homem em toda sabedoria, para que apresentemos todo homem perfeito em Cristo<f>[2]</f>;"
Cl,2,2,"para que sejam consolados<f>[1]</f> os seus corações, estando unidos em amor, e para toda riqueza da plena certeza<f>[2]</f> do entendimento<f>[3]</f>, para <i>pleno</i> conhecimento do mistério de Deus<f>[4]</f>;","para que sejam consolados<f>[1]</f> os seus corações, estando unidos em amor, e para toda riqueza da plena certeza<f>[2]</f> do entendimento<f>[3]</f>, para <n>[pleno]</n> conhecimento do mistério de Deus<f>[4]</f>;"
Cl,2,4,"Isto, [pois,] digo, para que ninguém vos engane<f>[1]</f> por <i>meio de</i> palavras persuasivas.","Isto, [pois,] digo, para que ninguém vos engane<f>[1]</f> por <n>[meio de]</n> palavras persuasivas."
Cl,2,5,"Porque, se, <i>segundo</i> a carne estou ausente, contudo, <i>segundo</i> o espírito, estou convosco, regozijando‑me<f>[1]</f>, e vendo a vossa ordem, e a firmeza da vossa fé em<f>[2]</f> Cristo.","Porque, se, <n>[segundo]</n> a carne estou ausente, contudo, <n>[segundo]</n> o espírito, estou convosco, regozijando‑me<f>[1]</f>, e vendo a vossa ordem, e a firmeza da vossa fé em<f>[2]</f> Cristo."
Cl,2,6,"Como, então, recebestes o Cristo Jesus, o Senhor, <i>assim</i> nele andai,","Como, então, recebestes o Cristo Jesus, o Senhor, <n>[assim]</n> nele andai,"
Cl,2,7,"tendo sido enraizados<f>[1]</f>, e estando edificados nele, e estando confirmados na fé, <i>assim</i> como fostes ensinados, abundando nisto com agradecimento<f>[2]</f>,<f>[3]</f>.","tendo sido enraizados<f>[1]</f>, e estando edificados nele, e estando confirmados na fé, <n>[assim]</n> como fostes ensinados, abundando nisto com agradecimento<f>[2]</f>,<f>[3]</f>."
Cl,2,12,"sepultados juntamente com ele no batismo, em quem<f>[1]</f> também fostes ressuscitados juntos<f>[2]</f> pela fé <i>n</i>a operação de Deus, que o ressuscitou de entre <i>os</i> mortos.","sepultados juntamente com ele no batismo, em quem<f>[1]</f> também fostes ressuscitados juntos<f>[2]</f> pela fé <n>[n]</n>a operação de Deus, que o ressuscitou de entre <n>[os]</n> mortos."
Cl,2,13,"E vós, estando mortos nas transgressões e na incircuncisão da vossa carne, <i>vos</i> co‑vivificou com ele, perdoando‑nos<f>[1]</f> todas as transgressões<f>[2]</f>;","E vós, estando mortos nas transgressões e na incircuncisão da vossa carne, <n>[vos]</n> co‑vivificou com ele, perdoando‑nos<f>[1]</f> todas as transgressões<f>[2]</f>;"
Cl,2,14,"havendo apagado<f>[1]</f> o contra nós <i>estando</i> manuscrito<f>[2]</f> nas ordenanças, que nos era contrário, também o tem tirado do meio, cravando‑o na cruz;","havendo apagado<f>[1]</f> o contra nós <n>[estando]</n> manuscrito<f>[2]</f> nas ordenanças, que nos era contrário, também o tem tirado do meio, cravando‑o na cruz;"
Cl,2,15,"havendo despido os principados e as autoridades, <i>os</i> expôs em público, triunfando <i>sobre</i> eles nela<f>[1]</f>.","havendo despido os principados e as autoridades, <n>[os]</n> expôs em público, triunfando <n>[sobre]</n> eles nela<f>[1]</f>."
Cl,2,17,"que são<f>[1]</f> sombra das <i>coisas</i> futuras; o corpo, pois, <i>é</i> de Cristo.","que são<f>[1]</f> sombra das <n>[coisas]</n> futuras; o corpo, pois, <n>[é]</n> de Cristo."
Cl,2,18,"Ninguém vos prive do prêmio<f>[1]</f>, fazendo a sua própria vontade<f>[2]</f> em humildade<f>[3]</f> e adoração dos anjos, entrando em <i>coisas</i> que [não]<f>[4]</f> viu, vãmente inchado pela mente<f>[5]</f> da sua carne,","Ninguém vos prive do prêmio<f>[1]</f>, fazendo a sua própria vontade<f>[2]</f> em humildade<f>[3]</f> e adoração dos anjos, entrando em <n>[coisas]</n> que [não]<f>[4]</f> viu, vãmente inchado pela mente<f>[5]</f> da sua carne,"
Cl,2,20,"Se morrestes com Cristo aos<f>[1]</f> elementos do mundo, por que, como <i>se</i> vivendo no mundo, vos sujeitais a ordenanças<f>[2]</f>?","Se morrestes com Cristo aos<f>[1]</f> elementos do mundo, por que, como <n>[se]</n> vivendo no mundo, vos sujeitais a ordenanças<f>[2]</f>?"
Cl,2,22,"(<i>Coisas</i> que todas são<f>[1]</f> para destruição<f>[2]</f> pelo uso<f>[3]</f>) conforme as prescrições e ensinamentos dos homens,","(<n>[Coisas]</n> que todas são<f>[1]</f> para destruição<f>[2]</f> pelo uso<f>[3]</f>) conforme as prescrições e ensinamentos dos homens,"
Cl,2,23,"(<i>coisas</i> tais que são<f>[1]</f>, realmente, tendo aparência de sabedoria em culto<f>[2]</f> voluntário<f>[3]</f>, e humildade, e desrespeito d<i>o</i> corpo<f>[4]</f>, não em certa honra<f>[5]</f>), para satisfação da carne<f>[6]</f>.","(<n>[coisas]</n> tais que são<f>[1]</f>, realmente, tendo aparência de sabedoria em culto<f>[2]</f> voluntário<f>[3]</f>, e humildade, e desrespeito d<n>[o]</n> corpo<f>[4]</f>, não em certa honra<f>[5]</f>), para satisfação da carne<f>[6]</f>."
Cl,3,1,"Se, então, fostes ressuscitados<f>[1]</f> com Cristo, buscai as <i>coisas de</i> cima, onde o Cristo está, assentado à destra de Deus.","Se, então, fostes ressuscitados<f>[1]</f> com Cristo, buscai as <n>[coisas de]</n> cima, onde o Cristo está, assentado à destra de Deus."
Cl,3,2,"Pensai<f>[1]</f> <i>n</i>as <i>coisas</i> <i>de</i> cima, não <i>n</i>as <i>coisas</i> sobre a terra;","Pensai<f>[1]</f> <n>[n]</n>as <n>[coisas]</n> <n>[de]</n> cima, não <n>[n]</n>as <n>[coisas]</n> sobre a terra;"
Cl,3,5,"Mortificai<f>[1]</f>, então, os vossos<f>[2]</f> membros, que <i>estão</i> sobre a terra: fornicação, impureza, paixão<f>[3]</f>, má concupiscência e a avareza, que é idolatria,","Mortificai<f>[1]</f>, então, os vossos<f>[2]</f> membros, que <n>[estão]</n> sobre a terra: fornicação, impureza, paixão<f>[3]</f>, má concupiscência e a avareza, que é idolatria,"
Cl,3,6,"pelas <i>quais coisas</i> vem a ira de Deus sobre os filhos da desobediência<f>[1]</f>,","pelas <n>[quais coisas]</n> vem a ira de Deus sobre os filhos da desobediência<f>[1]</f>,"
Cl,3,7,"entre os quais<f>[1]</f>, também vós andastes outrora, quando vivíeis nestas <i>coisas</i>.","entre os quais<f>[1]</f>, também vós andastes outrora, quando vivíeis nestas <n>[coisas]</n>."
Cl,3,8,"Agora, pois, despi‑vos<f>[1]</f>, também vós, <i>dessas</i> <i>coisas</i>: ira, cólera, malícia, blasfêmia, palavras torpes da vossa boca.","Agora, pois, despi‑vos<f>[1]</f>, também vós, <n>[dessas]</n> <n>[coisas]</n>: ira, cólera, malícia, blasfêmia, palavras torpes da vossa boca."
Cl,3,9,"Não mintais uns para <i>os</i> outros, tendo vos despido <i>plenamente</i> <i>d</i>o velho homem com as suas práticas,","Não mintais uns para <n>[os]</n> outros, tendo vos despido <n>[plenamente]</n> <n>[d]</n>o velho homem com as suas práticas,"
Cl,3,10,"e tendo vos vestido<f>[1]</f> <i>d</i>o novo, que é renovado<f>[2]</f> para <i>pleno</i> conhecimento conforme <i>a</i> imagem daquele que o criou;","e tendo vos vestido<f>[1]</f> <n>[d]</n>o novo, que é renovado<f>[2]</f> para <n>[pleno]</n> conhecimento conforme <n>[a]</n> imagem daquele que o criou;"
Cl,3,11,"onde não há<f>[1]</f> grego e judeu, circuncisão e incircuncisão, bárbaro<f>[2]</f>, cita<f>[3]</f>, escravo<f>[4]</f>, livre; mas Cristo <i>é</i> tudo<f>[5]</f> e em todos.","onde não há<f>[1]</f> grego e judeu, circuncisão e incircuncisão, bárbaro<f>[2]</f>, cita<f>[3]</f>, escravo<f>[4]</f>, livre; mas Cristo <n>[é]</n> tudo<f>[5]</f> e em todos."
Cl,3,14,"Sobre todas essas <i>coisas</i>, pois, <i>vesti‑vos d</i>o amor, a qual é <i>o</i> vínculo da perfeição<f>[1]</f>.","Sobre todas essas <n>[coisas]</n>, pois, <n>[vesti‑vos d]</n>o amor, a qual é <n>[o]</n> vínculo da perfeição<f>[1]</f>."
Cl,3,16,"A palavra<f>[1]</f> de Cristo habite em vós ricamente<f>[2]</f>, em toda sabedoria<f>[3]</f> ensinando<i>‑vos</i> e admoestando<i>‑vos</i> uns aos outros com salmos, hinos e cânticos espirituais, cantando, em graça<f>[4]</f>, em vossos corações<f>[5]</f>, a Deus<f>[6]</f>.","A palavra<f>[1]</f> de Cristo habite em vós ricamente<f>[2]</f>, em toda sabedoria<f>[3]</f> ensinando<n>[‑vos]</n> e admoestando<n>[‑vos]</n> uns aos outros com salmos, hinos e cânticos espirituais, cantando, em graça<f>[4]</f>, em vossos corações<f>[5]</f>, a Deus<f>[6]</f>."
Cl,3,17,"E tudo o que <i>seja que</i> façais, em palavra<f>[1]</f> ou em obra, todas <i>as coisas fazei</i> em nome d<i>o</i> Senhor Jesus<f>[2]</f>, agradecendo<f>[3]</f> a Deus, <i>o</i> Pai<f>[4]</f>, por ele.","E tudo o que <n>[seja que]</n> façais, em palavra<f>[1]</f> ou em obra, todas <n>[as coisas fazei]</n> em nome d<n>[o]</n> Senhor Jesus<f>[2]</f>, agradecendo<f>[3]</f> a Deus, <n>[o]</n> Pai<f>[4]</f>, por ele."
Cl,3,18,"<i>Vós</i>, mulheres, estai sujeitas aos <i>vossos</i> maridos<f>[1]</f>, como convém n<i>o</i> Senhor.","<n>[Vós]</n>, mulheres, estai sujeitas aos <n>[vossos]</n> maridos<f>[1]</f>, como convém n<n>[o]</n> Senhor."
Cl,3,19,"<i>Vós</i>, maridos, amai as <i>vossas</i> mulheres<f>[1]</f>, e não sejais amargos contra elas.","<n>[Vós]</n>, maridos, amai as <n>[vossas]</n> mulheres<f>[1]</f>, e não sejais amargos contra elas."
Cl,3,20,"<i>Vós</i>, filhos<f>[1]</f>, obedecei <i>a</i>os <i>vossos</i> pais<f>[2]</f> em todas <i>as coisas</i>, porque isto é agradável n<i>o</i> Senhor.","<n>[Vós]</n>, filhos<f>[1]</f>, obedecei <n>[a]</n>os <n>[vossos]</n> pais<f>[2]</f> em todas <n>[as coisas]</n>, porque isto é agradável n<n>[o]</n> Senhor."
Cl,3,21,"<i>Vós</i>, pais<f>[1]</f>, não vexeis<f>[2]</f> os vossos filhos, para que não se descoroçoem<f>[3]</f>.","<n>[Vós]</n>, pais<f>[1]</f>, não vexeis<f>[2]</f> os vossos filhos, para que não se descoroçoem<f>[3]</f>."
Cl,3,22,"<i>Vós</i>, servos<f>[1]</f>, obedecei, em todas <i>as coisas</i>, a <i>vossos</i> senhores segundo a carne, não em serviço diante os olhos<f>[2]</f> como para agradar aos homens<f>[3]</f>, mas em singeleza<f>[4]</f> de coração, temendo o Senhor<f>[5]</f>.","<n>[Vós]</n>, servos<f>[1]</f>, obedecei, em todas <n>[as coisas]</n>, a <n>[vossos]</n> senhores segundo a carne, não em serviço diante os olhos<f>[2]</f> como para agradar aos homens<f>[3]</f>, mas em singeleza<f>[4]</f> de coração, temendo o Senhor<f>[5]</f>."
Cl,3,23,"O que fizerdes<f>[1]</f>, trabalhai de coração<f>[2]</f>, como <i>a</i>o Senhor, e não <i>a</i> homens,","O que fizerdes<f>[1]</f>, trabalhai de coração<f>[2]</f>, como <n>[a]</n>o Senhor, e não <n>[a]</n> homens,"
Cl,3,24,"sabendo que, d<i>o</i> Senhor, recebereis a recompensa da herança; <f>[1]</f>servis o Senhor Cristo.","sabendo que, d<n>[o]</n> Senhor, recebereis a recompensa da herança; <f>[1]</f>servis o Senhor Cristo."
Cl,4,1,"<i>Vós</i>, senhores, concedei aos <i>vossos</i> servos o <i>que é</i> justo e <i>de</i> eqüidade, sabendo que também vós tendes um Senhor n<i>os</i> céus<f>[1]</f>.","<n>[Vós]</n>, senhores, concedei aos <n>[vossos]</n> servos o <n>[que é]</n> justo e <n>[de]</n> eqüidade, sabendo que também vós tendes um Senhor n<n>[os]</n> céus<f>[1]</f>."
Cl,4,3,"orando simultaneamente também por nós, para que Deus nos abra uma porta da palavra<f>[1]</f>, <i>para</i> falar o mistério de Cristo, pelo qual também estou amarrado,","orando simultaneamente também por nós, para que Deus nos abra uma porta da palavra<f>[1]</f>, <n>[para]</n> falar o mistério de Cristo, pelo qual também estou amarrado,"
Cl,4,5,"Andai em sabedoria para com os <i>que estão</i> fora, remindo o tempo<f>[1]</f>.","Andai em sabedoria para com os <n>[que estão]</n> fora, remindo o tempo<f>[1]</f>."
Cl,4,6,"A vossa palavra<f>[1]</f> <i>seja</i> sempre em graça, condimentado com sal, para saberdes como vos convém responder a cada um<f>[2]</f>.","A vossa palavra<f>[1]</f> <n>[seja]</n> sempre em graça, condimentado com sal, para saberdes como vos convém responder a cada um<f>[2]</f>."
Cl,4,7,"As <i>coisas</i> referente a mim, todas <i>elas</i> Tíquico<f>[1]</f> vos fará saber, o amado irmão, e fiel servo e conservo n<i>o</i> Senhor,","As <n>[coisas]</n> referente a mim, todas <n>[elas]</n> Tíquico<f>[1]</f> vos fará saber, o amado irmão, e fiel servo e conservo n<n>[o]</n> Senhor,"
Cl,4,8,"o qual envio a vós por isso mesmo, para que saiba as <i>coisas</i> referentes a vós<f>[1]</f> e console os vossos corações,","o qual envio a vós por isso mesmo, para que saiba as <n>[coisas]</n> referentes a vós<f>[1]</f> e console os vossos corações,"
Cl,4,9,"com Onésimo, o fiel e amado irmão, que é de vós; todas <i>as coisas</i> daqui vos farão saber.","com Onésimo, o fiel e amado irmão, que é de vós; todas <n>[as coisas]</n> daqui vos farão saber."
Cl,4,11,"e Jesus, chamado Justo, os que são da circuncisão. Esses unicamente <i>são</i> cooperadores para o reino de Deus, os quais me têm sido de conforto.","e Jesus, chamado Justo, os que são da circuncisão. Esses unicamente <n>[são]</n> cooperadores para o reino de Deus, os quais me têm sido de conforto."
Cl,4,12,"Saúda‑vos Epafrás, que <i>é</i> de vós, um servo<f>[1]</f> de Cristo Jesus<f>[2]</f>, sempre lutando por<f>[3]</f> vós nas orações, para que estejais <i>em pé</i>, perfeitos e completos<f>[4]</f> em toda vontade de Deus<f>[5]</f>.","Saúda‑vos Epafrás, que <n>[é]</n> de vós, um servo<f>[1]</f> de Cristo Jesus<f>[2]</f>, sempre lutando por<f>[3]</f> vós nas orações, para que estejais <n>[em pé]</n>, perfeitos e completos<f>[4]</f> em toda vontade de Deus<f>[5]</f>."
Cl,4,15,"Saudai os irmãos em Laodicéia, e Ninfas<f>[1]</f>, e a igreja que está n<i>a</i> casa dele<f>[2]</f>.","Saudai os irmãos em Laodicéia, e Ninfas<f>[1]</f>, e a igreja que está n<n>[a]</n> casa dele<f>[2]</f>."
Cl,4,16,"E quando tiver sido lida entre vós a epístola, fazei que também na igreja <i>dos</i> laodicenses seja lida, e que a de Laodicéia<f>[1]</f> também vós <i>a</i> leiais;","E quando tiver sido lida entre vós a epístola, fazei que também na igreja <n>[dos]</n> laodicenses seja lida, e que a de Laodicéia<f>[1]</f> também vós <n>[a]</n> leiais;"
Cl,4,17,"e dizei a Arquipo<f>[1]</f>: Olha o serviço que recebeste n<i>o</i> Senhor, para que o cumpras.","e dizei a Arquipo<f>[1]</f>: Olha o serviço que recebeste n<n>[o]</n> Senhor, para que o cumpras."
Cl,4,18,"A saudação com <i>a</i> minha mão, <i>a</i> de Paulo. Lembrai das minhas cadeias<f>[1]</f>. A graça <i>seja</i> convosco!<f>[2]</f>","A saudação com <n>[a]</n> minha mão, <n>[a]</n> de Paulo. Lembrai das minhas cadeias<f>[1]</f>. A graça <n>[seja]</n> convosco!<f>[2]</f>"
1Ts,1,1,Paulo<f>[1]</f> e SIlvano<f>[2]</f> e Timóteo<f>[3]</f> à igreja d<i>os</i> tessalonicenses em Deus Pai e <i>no</i> Senhor Jesus Cristo: Graça a vós e paz<f>[4]</f>!<pb/>,Paulo<f>[1]</f> e SIlvano<f>[2]</f> e Timóteo<f>[3]</f> à igreja d<n>[os]</n> tessalonicenses em Deus Pai e <n>[no]</n> Senhor Jesus Cristo: Graça a vós e paz<f>[4]</f>!<pb/>
1Ts,1,3,"incessantemente, <f>[1]</f>lembrando<f>[2]</f> da vossa obra da fé, e do labor<f>[3]</f> do amor, e da perseverança<f>[4]</f> da esperança <i>n</i>o nosso Senhor Jesus Cristo diante de nosso Deus e Pai;","incessantemente, <f>[1]</f>lembrando<f>[2]</f> da vossa obra da fé, e do labor<f>[3]</f> do amor, e da perseverança<f>[4]</f> da esperança <n>[n]</n>o nosso Senhor Jesus Cristo diante de nosso Deus e Pai;"
1Ts,1,5,"Porque o nosso evangelho não chegou a estar convosco em palavra<f>[1]</f> somente, mas também em poder, e n<i>o</i> Espírito Santo, e muita certeza<f>[2]</f>, como sabeis quais fomos entre vós por <i>causa de</i> vós.","Porque o nosso evangelho não chegou a estar convosco em palavra<f>[1]</f> somente, mas também em poder, e n<n>[o]</n> Espírito Santo, e muita certeza<f>[2]</f>, como sabeis quais fomos entre vós por <n>[causa de]</n> vós."
1Ts,1,6,"E vós chegastes a ser imitadores nossos e do Senhor, recebendo a palavra em muita aflição<f>[1]</f> com alegria d<i>o</i> Espírito Santo,","E vós chegastes a ser imitadores nossos e do Senhor, recebendo a palavra em muita aflição<f>[1]</f> com alegria d<n>[o]</n> Espírito Santo,"
1Ts,1,7,"de maneira que vós chegastes a ser modelos<f>[1]</f> a todos os <i>que estão</i> crendo na Macedônia, e na Acaia.","de maneira que vós chegastes a ser modelos<f>[1]</f> a todos os <n>[que estão]</n> crendo na Macedônia, e na Acaia."
1Ts,1,8,"Porque a partir de<f>[1]</f> vós soou a palavra do Senhor não somente na Macedônia e Acaia, mas em cada lugar espalhou-se<f>[2]</f> a vossa fé para com<f>[3]</f> Deus, assim que nós não temos necessidade de dizer alguma <i>coisa</i>.","Porque a partir de<f>[1]</f> vós soou a palavra do Senhor não somente na Macedônia e Acaia, mas em cada lugar espalhou-se<f>[2]</f> a vossa fé para com<f>[3]</f> Deus, assim que nós não temos necessidade de dizer alguma <n>[coisa]</n>."
1Ts,1,9,"Porque eles mesmos relatam<f>[1]</f> referente a nós qual entrada tivemos para convosco, e como <i>vos</i> convertestes<f>[2]</f> dos ídolos <i>para</i> servir<f>[3]</f> a<i>o</i> Deus vivo e verdadeiro,","Porque eles mesmos relatam<f>[1]</f> referente a nós qual entrada tivemos para convosco, e como <n>[vos]</n> convertestes<f>[2]</f> dos ídolos <n>[para]</n> servir<f>[3]</f> a<n>[o]</n> Deus vivo e verdadeiro,"
1Ts,2,1,"Porque <i>vós</i> mesmos sabeis, irmãos, a nossa entrada a vós, que não tem sido <i>em</i> vão<f>[1]</f>;","Porque <n>[vós]</n> mesmos sabeis, irmãos, a nossa entrada a vós, que não tem sido <n>[em]</n> vão<f>[1]</f>;"
1Ts,2,3,"Porque a nossa exortação não <i>foi</i><f>[1]</f> por<f>[2]</f> sedução<f>[3]</f>, nem por impureza<f>[4]</f>, nem em engano<f>[5]</f>,","Porque a nossa exortação não <n>[foi]</n><f>[1]</f> por<f>[2]</f> sedução<f>[3]</f>, nem por impureza<f>[4]</f>, nem em engano<f>[5]</f>,"
1Ts,2,4,"mas como fomos aprovados por Deus a <i>nos</i> confiar o evangelho, assim falamos, não como agradando <i>a</i>os homens, mas <i>a</i> Deus, <i>que está</i> provando os nossos corações.","mas como fomos aprovados por Deus a <n>[nos]</n> confiar o evangelho, assim falamos, não como agradando <n>[a]</n>os homens, mas <n>[a]</n> Deus, <n>[que está]</n> provando os nossos corações."
1Ts,2,7,"mas chegamos a ser gentis<f>[1]</f> em vosso meio, como se a ama cuidasse<f>[2]</f> de <i>seus</i> próprios filhos<f>[3]</f>.","mas chegamos a ser gentis<f>[1]</f> em vosso meio, como se a ama cuidasse<f>[2]</f> de <n>[seus]</n> próprios filhos<f>[3]</f>."
1Ts,2,8,"Assim, desejando‑vos afetuosamente<f>[1]</f>, nos agradou<f>[2]</f> compartilhar<f>[3]</f> convosco não somente o evangelho de Deus, mas também as <i>nossas</i> próprias almas, porque chegastes a ser amados <i>para</i> nós.","Assim, desejando‑vos afetuosamente<f>[1]</f>, nos agradou<f>[2]</f> compartilhar<f>[3]</f> convosco não somente o evangelho de Deus, mas também as <n>[nossas]</n> próprias almas, porque chegastes a ser amados <n>[para]</n> nós."
1Ts,2,9,"Porque, irmãos, lembrais<f>[1]</f> <i>d</i>o nosso trabalho<f>[2]</f> e fadiga: trabalhando<f>[3]</f> noite e dia para não carregar<f>[4]</f> a nenhum de vós, pregamos<f>[5]</f> para vós o evangelho de Deus.","Porque, irmãos, lembrais<f>[1]</f> <n>[d]</n>o nosso trabalho<f>[2]</f> e fadiga: trabalhando<f>[3]</f> noite e dia para não carregar<f>[4]</f> a nenhum de vós, pregamos<f>[5]</f> para vós o evangelho de Deus."
1Ts,2,10,"<i>Vós</i> <i>sois</i> testemunhas e Deus, como chegamos a ser santa<f>[1]</f> e justa e irrepreensivelmente <i>para</i> <i>con</i>vosco, os <i>que estão</i> crendo;","<n>[Vós]</n> <n>[sois]</n> testemunhas e Deus, como chegamos a ser santa<f>[1]</f> e justa e irrepreensivelmente <n>[para]</n> <n>[con]</n>vosco, os <n>[que estão]</n> crendo;"
1Ts,2,11,"assim como sabeis, como um pai a <i>seus</i> próprios filhos, vos <i>estávamos</i> exortando e confortando a cada um de vós,","assim como sabeis, como um pai a <n>[seus]</n> próprios filhos, vos <n>[estávamos]</n> exortando e confortando a cada um de vós,"
1Ts,2,12,"e testemunhando para andardes vós dignamente de Deus, <i>que está</i> vos chamando para <i>seus</i> próprios reino e glória.<pb/>","e testemunhando para andardes vós dignamente de Deus, <n>[que está]</n> vos chamando para <n>[seus]</n> próprios reino e glória.<pb/>"
1Ts,2,13,"E por isso também <i>nós</i> agradecemos incessantemente a Deus, que, tendo recebido <i>a</i> palavra<f>[1]</f> <i>do</i> relato<f>[2]</f> de Deus de nossa parte, não a aceitastes <i>como</i> palavra de homens, mas, como de fato é, palavra de Deus, a qual também opera em vós, os <i>que estais</i> crendo.","E por isso também <n>[nós]</n> agradecemos incessantemente a Deus, que, tendo recebido <n>[a]</n> palavra<f>[1]</f> <n>[do]</n> relato<f>[2]</f> de Deus de nossa parte, não a aceitastes <n>[como]</n> palavra de homens, mas, como de fato é, palavra de Deus, a qual também opera em vós, os <n>[que estais]</n> crendo."
